question,answer
VietinBank iPay có hỗ trợ thanh toán hóa đơn điện nước và mạng internet từ những nhà cung cấp nào?,"VietinBank iPay hỗ trợ thanh toán hóa đơn điện nước, mạng internet từ nhiều nhà cung cấp khác nhau, mang lại sự tiện lợi cho người dùng."
CCTG là viết tắt của cái gì,CCTG là viết tắt của chứng chỉ tiền gửi ghi danh.
Thời gian diễn ra khuyến mãi CCTG của VietinBank là khi nào?,Giai đoạn khuyến mãi từ ngày 4 tháng 3 năm 2024 đến ngày 31 tháng 12 năm 2024.
Mệnh giá tối thiểu của CCTG là bao nhiêu?,Mệnh giá tối thiểu của CCTG là 100 triệu đồng.
CCTG có các kỳ hạn nào sẵn dùng?,CCTG cung cấp các kỳ hạn linh hoạt từ 1 tháng đến 36 tháng.
Liệu khách hàng có thể nhận được thanh toán sớm cho CCTG của mình không?,"Có, khách hàng có thể nhận được thanh toán sớm cho toàn bộ hoặc một phần CCTG. Nếu thực hiện thanh toán một phần, khách hàng sẽ nhận được lãi suất hiện hành cho số tiền còn lại."
Liệu CCTG có thể được sử dụng làm tài sản đảm bảo cho khoản vay tại VietinBank không?,"Có, khách hàng có thể sử dụng CCTG của mình làm tài sản đảm bảo cho khoản vay tại VietinBank."
Liệu khách hàng có thể chuyển quyền sở hữu CCTG của mình sang một người khác không?,"Có, khách hàng có thể chuyển quyền sở hữu CCTG của mình sang một người khác với một lãi suất được thỏa thuận."
"Khi mua CCTG tại VietinBank, khách hàng sẽ nhận được những lợi ích bổ sung nào?",Khách hàng sẽ nhận được giảm 50% phí chuyển tiền quốc tế và phí rút tiền quốc tế. Họ cũng sẽ được miễn phí quyết toán và phí hàng năm cho thẻ tín dụng quốc tế VietinBank trong vòng một năm.
Có bất kỳ thủ tục phức tạp nào khi đầu tư vào CCTG không?,"Không, đầu tư vào CCTG đơn giản và tiện lợi, không cần thực hiện các thủ tục phức tạp như đầu tư vào cổ phiếu hoặc các sản phẩm tài chính khác."
Khách hàng có thể mua CCTG ở đâu để được hưởng các lợi ích khuyến mãi?,Khách hàng phải mua CCTG tại quầy giao dịch VietinBank để được hưởng các lợi ích khuyến mãi.
Mục đích của chương trình khuyến mãi CCTG của VietinBank là gì?,Mục đích của chương trình khuyến mãi CCTG là tối đa hoá lợi ích cho khách hàng khi tiến hành gửi tiền theo kỳ hạn.
Liệu CCTG là một sản phẩm đầu tư an toàn không?,"Có, CCTG là một sản phẩm đầu tư an toàn được phát hành bởi VietinBank theo quy định của Ngân hàng Nhà nước Việt Nam."
Ai được phép mua CCTG?,CCTG dành cho khách hàng cá nhân.
Liệu khách hàng có thể chọn kỳ hạn cho CCTG của mình không?,"Có, khách hàng có thể chọn một kỳ hạn linh hoạt từ 1 tháng đến 36 tháng cho CCTG của mình."
"Nếu một khách hàng thực hiện đóng góp một phần CCTG, lãi suất sẽ thay đổi thành cách nào?","Nếu một khách hàng thực hiện đóng góp một phần CCTG, họ sẽ nhận được lãi suất hiện hành cho số tiền còn lại chưa đóng góp."
Liệu khách hàng có thể sử dụng CCTG làm tài sản đảm bảo cho khoản vay tại các ngân hàng khác không?,"Văn bản không cung cấp thông tin về việc sử dụng CCTG làm tài sản đảm bảo cho khoản vay tại các ngân hàng khác. Tuy nhiên, nó có thể được sử dụng làm tài sản đảm bảo cho khoản vay tại VietinBank."
Liệu có bất kỳ phí nào liên quan đến việc chuyển quyền sở hữu CCTG không?,Văn bản không cung cấp thông tin về các phí liên quan đến việc chuyển quyền sở hữu CCTG.
Ngày nào VietinBank tổ chức Hội nghị Nhà đầu tư và Chuyên gia phân tích năm 2024?,Hội nghị được tổ chức vào chiều ngày 29/2/2024.
Ai là đại diện của VietinBank tham dự Hội nghị?,"Bà Phạm Thị Thanh Hoài - Thành viên Hội đồng Quản trị (HĐQT) cùng đại diện Lãnh đạo các phòng, ban, đơn vị chủ chốt tại Trụ sở chính VietinBank."
Có bao nhiêu chuyên gia phân tích tham gia Hội nghị?,Gần 80 chuyên gia phân tích đến từ hơn 60 tổ chức tham gia Hội nghị.
Tổng tài sản của VietinBank đạt con số bao nhiêu vào cuối năm 2023?,"Tổng tài sản đạt 2,03 triệu tỷ đồng vào cuối năm 2023, tăng 12,4% so với cuối năm 2022."
Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro năm 2023 là bao nhiêu?,"Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro năm 2023 đạt 50,2 nghìn tỷ đồng."
Tỷ lệ CIR của VietinBank năm 2023 là bao nhiêu?,"Tỷ lệ CIR của VietinBank năm 2023 đạt 28,9%, thấp hơn so với mức 29,9% của năm 2022."
Tại sao CASA của VietinBank đặc biệt đáng chú ý?,"Trong bối cảnh thị trường khó khăn, CASA toàn ngành suy giảm nhưng cuối năm 2023 CASA của VietinBank vẫn phục hồi mạnh mẽ, tăng 27,2% so với cuối năm 2022; tỷ trọng CASA đạt 22,6%."
Thu nhập lãi thuần tăng bao nhiêu so với năm 2022?,"Thu nhập lãi thuần (không gồm thu phí bảo lãnh) tăng 10,3% so với năm 2022."
Tổng thu nhập hoạt động năm 2023 đạt con số bao nhiêu?,"Tổng thu nhập hoạt động năm 2023 đạt 70,7 nghìn tỷ đồng, tăng 10,2% so với năm 2022."
Tại sao VietinBank tiếp tục đứng Top đầu về doanh số và thị phần kinh doanh ngoại tệ?,VietinBank tiếp tục đứng Top đầu về doanh số và thị phần kinh doanh ngoại tệ trên thị trường.
Lợi nhuận trước thuế năm 2023 đạt con số bao nhiêu?,"Lợi nhuận trước thuế năm 2023 đạt 25,1 nghìn tỷ đồng, tăng 18,8% so với năm 2022."
Tổng nợ xấu/dư nợ cho vay quý IV năm 2023 của VietinBank là bao nhiêu?,"Tỷ lệ nợ xấu/dư nợ cho vay quý IV năm 2023 của VietinBank là 1,13%, thấp hơn tỷ lệ nợ xấu toàn Ngành."
"Tính đến hết ngày 31/12/2023, các chỉ tiêu kinh doanh của VietinBank như thế nào?",Các chỉ tiêu kinh doanh của VietinBank đều đạt kế hoạch Ngân hàng Nhà nước Việt Nam (NHNN) và Đại hội đồng cổ đông (ĐHĐCĐ) giao.
VietinBank đã triển khai biện pháp nào để nâng cao năng lực tài chính?,"VietinBank đã triển khai các biện pháp nâng cao năng lực tài chính, thành công tăng vốn điều lệ lên hơn 53 nghìn tỷ đồng thông qua phát hành cổ phiếu để trả cổ tức từ lợi nhuận năm 2020."
Tại sao VietinBank tập trung vào chiến lược khách hàng?,"Với chiến lược khách hàng (KH) là trung tâm, VietinBank xác định phương thức cạnh tranh theo hướng chú trọng phát triển giải pháp ngân hàng tài chính hiện đại, nâng cao năng lực tư vấn, chất lượng dịch vụ, đáp ứng tối đa nhu cầu tài chính của KH."
Tại sao VietinBank đặc biệt chú trọng vào chất lượng dịch vụ?,VietinBank đặc biệt chú trọng vào chất lượng dịch vụ để đáp ứng tối đa nhu cầu tài chính của khách hàng.
Tại sao CASA của VietinBank được đánh giá là phục hồi mạnh mẽ?,"Trong bối cảnh thị trường khó khăn, CASA toàn ngành suy giảm nhưng cuối năm 2023 CASA của VietinBank vẫn phục hồi mạnh mẽ, tăng 27,2% so với cuối năm 2022; tỷ trọng CASA đạt 22,6%."
Thu nhập ngoài lãi đóng góp bao nhiêu vào tổng thu nhập hoạt động?,"Thu nhập ngoài lãi đóng góp 26,8% tổng thu nhập hoạt động với động lực chính từ các nghiệp vụ lõi bao gồm: Bảo lãnh, Tài trợ Thương mại, kinh doanh ngoại tệ..."
VietinBank đã triển khai những giải pháp kinh doanh nào trong năm 2023?,"Trong năm 2023, VietinBank đã tích cực triển khai đồng bộ các giải pháp kinh doanh, đẩy mạnh đổi mới sáng tạo, chuyển đổi mạnh mẽ mô hình tăng trưởng, chuyển dịch nhanh cơ cấu thu nhập."
VietinBank đã phát hành cổ phiếu như thế nào để tăng vốn điều lệ?,"VietinBank đã triển khai các biện pháp nâng cao năng lực tài chính, thành công tăng vốn điều lệ lên hơn 53 nghìn tỷ đồng thông qua phát hành cổ phiếu để trả cổ tức từ lợi nhuận năm 2020."
"Tính đến cuối năm 2023, tỷ lệ nợ xấu/dư nợ cho vay của VietinBank so với ngành như thế nào?","Tỷ lệ nợ xấu/dư nợ cho vay quý IV năm 2023 của VietinBank là 1,13%, thấp hơn tỷ lệ nợ xấu toàn Ngành và là ngân hàng duy nhất trong nhóm các ngân hàng thương mại (NHTM) hàng đầu giảm tỷ lệ nợ xấu so với năm 2022."
Tại sao VietinBank đặc biệt quan trọng về thị trường kinh doanh ngoại tệ?,"VietinBank tiếp tục đứng Top đầu về doanh số và thị phần kinh doanh ngoại tệ trên thị trường, thể hiện sự quan trọng và ảnh hưởng của ngân hàng trong lĩnh vực này."
Chiến lược khách hàng của VietinBank là gì và tại sao lại chú trọng vào nó?,"Chiến lược khách hàng của VietinBank là đặt KH làm trung tâm, chú trọng phát triển giải pháp ngân hàng tài chính hiện đại, nâng cao năng lực tư vấn, chất lượng dịch vụ để đáp ứng tối đa nhu cầu tài chính của KH."
Tại sao tỷ trọng CASA của VietinBank được đánh giá cao?,"Cuối năm 2023, CASA của VietinBank phục hồi mạnh mẽ, tăng 27,2% so với cuối năm 2022, và tỷ trọng CASA đạt 22,6%, thể hiện sự ổn định và tích cực trong bối cảnh thị trường khó khăn."
Các chỉ tiêu hiệu quả của VietinBank có cải thiện so với năm 2022 không?,"Các chỉ tiêu hiệu quả tiếp tục ghi nhận mức tương đương hoặc cải thiện so với cuối năm 2022, với NIM đạt 2,91%, ROA và ROE lần lượt đạt 1,31% và 17,08%."
Tổng thu nhập thuần từ hoạt động dịch vụ của VietinBank tăng bao nhiêu so với năm 2022?,"Tổng thu nhập thuần từ hoạt động dịch vụ (gồm thu phí bảo lãnh) năm 2023 đạt 8,5 nghìn tỷ đồng, tăng 26,3% so với năm 2022."
Những yếu tố nào giúp VietinBank duy trì tỷ lệ CIR ở mức thấp?,"Tỷ lệ CIR của VietinBank năm 2023 đạt 28,9%, thấp hơn so với mức 29,9% của năm 2022, thể hiện nỗ lực trong việc tối ưu hiệu quả sử dụng và quản trị chi phí hoạt động."
Cổ đông của VietinBank bao gồm những đối tượng nào?,Cổ đông của VietinBank bao gồm các nhà đầu tư (NĐT) tiềm năng quan tâm đến cơ hội đầu tư vào cổ phiếu CTG.
Phát triển bền vững là chiến lược nào của VietinBank?,"Phát triển bền vững là một trong những chiến lược trọng tâm của VietinBank, đồng hành với mục tiêu kinh doanh hiệu quả và tăng trưởng lợi nhuận."
VietinBank đã xây dựng điều gì trong Khung Tài chính Bền vững?,"Trong năm 2023, VietinBank đã xây dựng Khung Tài chính Bền vững theo tiêu chuẩn quốc tế, cung cấp hướng dẫn cụ thể cho việc tài trợ và quản lý các khoản tài trợ cho danh mục các dự án Xanh và Xã hội."
VietinBank đã ký kết thỏa thuận với Bộ Tài nguyên và Môi trường về vấn đề gì?,VietinBank đã ký kết thỏa thuận hợp tác với Bộ Tài nguyên và Môi trường để thực hiện các dự án có ảnh hưởng tích cực đến môi trường và xã hội.
"Với đối tác nào, VietinBank đã ký kết thỏa thuận huy động tài trợ lên tới 1 tỷ USD?",VietinBank đã ký kết thỏa thuận với MUFG để huy động tài trợ quy mô lên tới 1 tỷ USD tại COP28.
"Tính đến ngày 31/12/2023, tổng dư nợ tín dụng xanh của VietinBank là bao nhiêu?","Tính đến ngày 31/12/2023, tổng dư nợ tín dụng xanh của VietinBank đạt 47.465 tỷ đồng với gần 1.000 KH, chiếm 3,24% tổng dư nợ cấp tín dụng."
"VietinBank giữ vai trò gì trong triển khai các chương trình hỗ trợ doanh nghiệp, xã hội, cộng đồng?","VietinBank tiếp tục giữ vai trò là Ngân hàng Thương mại Nhà nước (NHTM) chủ lực trong triển khai các chương trình hỗ trợ doanh nghiệp, xã hội, cộng đồng."
